CP001733.1,NC_015183.1,NC_018679.1,NC_017196.2,AAJM01,NC_008542.1,NC_002696.2,ATLH01,NZ_CP009976.1,ATLG01,NZ_CP009887.1,NC_002179.2,CP000312.1,NC_003910.7,NC_014230.1,AJKU01,CP002491.1,NC_012971.2,AE014075.1,NZ_CP009789.1,NC_015948.1,AFAO01,NZ_AP012544.1,NC_008054.1,NC_009004.1,NZ_CP009494.1,AZJX01,AZKB01,NC_004547.2,NC_007205.1,NC_005072.1,NC_007577.1,NC_008817.1,NC_007335.2,NC_005042.1,NC_008820.1,NC_005071.1,NC_008819.1,NC_017731.1,ASWV01,AZUG01,NC_012660.1,ANJD01,NC_014010.1,NC_008380.1,ATYQ01,NC_003911.12,NC_016810.1,NC_003197.1,NC_016856.1,NC_022569.1,NC_020528.1,NC_007712.1,NC_007795.1,CP000410.1,NC_003098.1,CP002888.1,NC_003888.3,JPOY01,NC_021058.1,NC_002754.1,ADXL01,NZ_CP006882.1,NC_009481.1,AAOK01,NC_005070.1,CP003184.1,NC_005835.1,NC_006461.1,AAZW01,NZ_CP009840.1
KF841475,-1.43474,-1.36003,-1.44213,-1.43322,-1.49344,-1.36345,-1.34821,-1.48889,-1.4902,-1.49149,-1.48899,-1.43066,-1.46319,-1.48166,-1.47276,-1.39019,-1.46346,-1.40712,-1.40685,-1.40586,-1.33931,-1.44629,-1.42441,-1.40621,-1.45993,-1.32805,-1.43741,-1.43798,-1.40075,-1.432,-1.44243,-1.44338,-1.44235,-1.44618,-1.44534,-1.40188,-1.39831,-1.44711,-1.45716,-1.34685,-1.3476,-1.35427,-1.35588,-1.42456,-1.35092,-1.35194,-1.3657,-1.40161,-1.40258,-1.40238,-1.40247,-1.34391,-1.39218,-1.46587,-1.44583,-1.44577,-1.44877,-1.33874,-1.36912,-1.46201,-1.47377,-1.36722,-1.36035,-1.35927,-1.36501,-1.3598,-1.46633,-1.4046,-1.40412,-1.4505,-1.42726
HM152766,-1.43475,-1.35973,-1.44258,-1.4327,-1.49384,-1.36309,-1.34758,-1.4893,-1.49026,-1.49179,-1.48877,-1.43078,-1.4634,-1.48254,-1.47267,-1.3898,-1.46298,-1.40723,-1.40657,-1.40619,-1.33923,-1.44676,-1.42452,-1.40586,-1.46037,-1.32806,-1.43676,-1.43749,-1.4006,-1.43208,-1.44228,-1.44328,-1.44187,-1.44592,-1.44519,-1.4026,-1.39843,-1.447,-1.45661,-1.3468,-1.34746,-1.35489,-1.35608,-1.42382,-1.35032,-1.35136,-1.36565,-1.40106,-1.40193,-1.40186,-1.40196,-1.34346,-1.39229,-1.46571,-1.44553,-1.4455,-1.44883,-1.3384,-1.36955,-1.46206,-1.47393,-1.36631,-1.36017,-1.3592,-1.36429,-1.36008,-1.46605,-1.40472,-1.40389,-1.45052,-1.42676
KJ194581,-1.42778,-1.33328,-1.4531,-1.43593,-1.49986,-1.31352,-1.30685,-1.49222,-1.49529,-1.49414,-1.49527,-1.43372,-1.4545,-1.49231,-1.47081,-1.35775,-1.46648,-1.39442,-1.39404,-1.39309,-1.31057,-1.44692,-1.41956,-1.41201,-1.46341,-1.27839,-1.43808,-1.43856,-1.38993,-1.42687,-1.43807,-1.43955,-1.43941,-1.44659,-1.44485,-1.40958,-1.40843,-1.44718,-1.46208,-1.30951,-1.30933,-1.33155,-1.34009,-1.42262,-1.31695,-1.31668,-1.3359,-1.38039,-1.38087,-1.38102,-1.38138,-1.30564,-1.36765,-1.46789,-1.45176,-1.45162,-1.4537,-1.27907,-1.34174,-1.46081,-1.47673,-1.35286,-1.35192,-1.34973,-1.35761,-1.35006,-1.46946,-1.39818,-1.39755,-1.46782,-1.42733
JN699006,-1.42787,-1.33312,-1.45272,-1.43498,-1.49927,-1.3128,-1.30579,-1.49222,-1.49576,-1.49465,-1.49579,-1.43339,-1.45447,-1.49277,-1.47025,-1.35705,-1.46705,-1.39442,-1.39399,-1.39326,-1.30994,-1.44722,-1.41871,-1.41134,-1.4639,-1.27745,-1.43785,-1.43863,-1.38993,-1.42696,-1.43818,-1.43882,-1.43979,-1.44686,-1.4446,-1.40968,-1.40858,-1.44695,-1.46097,-1.30892,-1.30841,-1.33088,-1.33975,-1.42245,-1.31615,-1.31567,-1.33539,-1.3799,-1.38031,-1.38048,-1.3808,-1.30448,-1.36711,-1.46769,-1.45223,-1.45212,-1.45448,-1.27767,-1.34123,-1.46045,-1.477,-1.35221,-1.3515,-1.34918,-1.35734,-1.34938,-1.46909,-1.39688,-1.39636,-1.46734,-1.4275
JN699014,-1.42778,-1.3676,-1.42637,-1.42195,-1.47318,-1.3908,-1.37522,-1.47229,-1.47491,-1.47474,-1.47434,-1.42411,-1.46707,-1.46602,-1.46569,-1.39543,-1.45148,-1.40412,-1.40296,-1.40411,-1.37649,-1.4417,-1.41327,-1.40766,-1.45106,-1.36832,-1.42912,-1.42939,-1.39725,-1.43333,-1.43933,-1.44039,-1.43935,-1.43971,-1.43499,-1.39085,-1.38802,-1.43887,-1.43802,-1.37702,-1.37775,-1.3702,-1.36708,-1.41018,-1.36334,-1.36427,-1.38166,-1.40083,-1.40109,-1.40128,-1.40127,-1.36057,-1.39362,-1.45928,-1.43411,-1.434,-1.43509,-1.39122,-1.37969,-1.45655,-1.46623,-1.37402,-1.37015,-1.36785,-1.36891,-1.36836,-1.45521,-1.4189,-1.41943,-1.43138,-1.41891
KC691254,-1.42582,-1.39474,-1.4199,-1.43072,-1.47482,-1.42292,-1.40761,-1.47401,-1.47605,-1.47608,-1.47492,-1.42704,-1.46686,-1.46093,-1.46594,-1.39361,-1.4506,-1.40169,-1.4013,-1.40118,-1.39877,-1.43898,-1.41649,-1.41716,-1.45236,-1.41077,-1.43319,-1.43275,-1.39669,-1.43435,-1.44024,-1.44138,-1.44123,-1.44311,-1.43801,-1.4059,-1.4095,-1.44327,-1.43787,-1.41204,-1.41397,-1.3903,-1.38829,-1.41453,-1.40091,-1.40097,-1.40556,-1.39676,-1.39668,-1.39693,-1.39696,-1.39726,-1.39622,-1.45979,-1.43881,-1.43871,-1.43969,-1.43384,-1.39575,-1.45424,-1.46424,-1.4053,-1.39385,-1.39583,-1.39794,-1.39645,-1.45853,-1.43709,-1.43797,-1.4323,-1.41596
KC576784,-1.41914,-1.3328,-1.43646,-1.43239,-1.49638,-1.3194,-1.31986,-1.48808,-1.49203,-1.49006,-1.4912,-1.43436,-1.45706,-1.48171,-1.46936,-1.35372,-1.46463,-1.39277,-1.39262,-1.39167,-1.32544,-1.44544,-1.4141,-1.41577,-1.46185,-1.28149,-1.43676,-1.43624,-1.38301,-1.43005,-1.43846,-1.43901,-1.43888,-1.44578,-1.4436,-1.39955,-1.39976,-1.44587,-1.45139,-1.31921,-1.31885,-1.3205,-1.32728,-1.40797,-1.32192,-1.32179,-1.32151,-1.38213,-1.38249,-1.38257,-1.38264,-1.31658,-1.36129,-1.46491,-1.44798,-1.44773,-1.45042,-1.30696,-1.3304,-1.46026,-1.47426,-1.34276,-1.34984,-1.34746,-1.358,-1.351,-1.46642,-1.40522,-1.40502,-1.44895,-1.41258
KJ567041,-1.41898,-1.37141,-1.42995,-1.42684,-1.47899,-1.38863,-1.37976,-1.47587,-1.47841,-1.47879,-1.47693,-1.42788,-1.4651,-1.46962,-1.465,-1.38934,-1.4504,-1.39677,-1.3949,-1.39587,-1.37284,-1.44033,-1.41048,-1.41626,-1.45404,-1.36049,-1.43098,-1.43076,-1.39414,-1.43213,-1.44008,-1.44065,-1.44079,-1.44082,-1.43901,-1.39683,-1.39567,-1.44137,-1.44176,-1.37938,-1.37986,-1.36528,-1.36649,-1.41081,-1.37129,-1.37177,-1.38062,-1.39433,-1.39427,-1.39428,-1.39408,-1.36737,-1.38718,-1.46124,-1.43865,-1.43855,-1.44014,-1.38568,-1.37396,-1.45778,-1.46807,-1.37473,-1.36571,-1.36517,-1.36873,-1.36594,-1.45825,-1.42316,-1.42459,-1.43633,-1.41192
KF024732,-1.43001,-1.36108,-1.4356,-1.43281,-1.48483,-1.37585,-1.35352,-1.48128,-1.48264,-1.48354,-1.48202,-1.42778,-1.46685,-1.47619,-1.46959,-1.38513,-1.45884,-1.40889,-1.40805,-1.40748,-1.35909,-1.44645,-1.42125,-1.40469,-1.45434,-1.33887,-1.43623,-1.43776,-1.40125,-1.43175,-1.44053,-1.44052,-1.44078,-1.44295,-1.43905,-1.39655,-1.39218,-1.4429,-1.44885,-1.34897,-1.34931,-1.35381,-1.36192,-1.41544,-1.35472,-1.3552,-1.36875,-1.39864,-1.39855,-1.39862,-1.3985,-1.34807,-1.38382,-1.46456,-1.44193,-1.44188,-1.44319,-1.34745,-1.37101,-1.45786,-1.46967,-1.36171,-1.36279,-1.36115,-1.36561,-1.36228,-1.46184,-1.39382,-1.39428,-1.4467,-1.42277
KJ567043,-1.4167,-1.3899,-1.42009,-1.42151,-1.46327,-1.42447,-1.41215,-1.46262,-1.46318,-1.46349,-1.46305,-1.42385,-1.46523,-1.45438,-1.45899,-1.40101,-1.43948,-1.40094,-1.39964,-1.40092,-1.40152,-1.43363,-1.41541,-1.42171,-1.44406,-1.41182,-1.42751,-1.42732,-1.39657,-1.43257,-1.4371,-1.43722,-1.43736,-1.43532,-1.43377,-1.40209,-1.40416,-1.43598,-1.42835,-1.41459,-1.41736,-1.39223,-1.38968,-1.40622,-1.3959,-1.39554,-1.40456,-1.39778,-1.39797,-1.39818,-1.39791,-1.39456,-1.39522,-1.4522,-1.43237,-1.43232,-1.43385,-1.4415,-1.391,-1.44856,-1.45984,-1.40288,-1.39304,-1.39222,-1.39246,-1.39591,-1.44835,-1.4366,-1.43746,-1.42872,-1.41209
KM215148,-1.41854,-1.36668,-1.42938,-1.42885,-1.48054,-1.37765,-1.37438,-1.47965,-1.48198,-1.48079,-1.48089,-1.42927,-1.46502,-1.47279,-1.46799,-1.38436,-1.45408,-1.39503,-1.39502,-1.39494,-1.36541,-1.44116,-1.41055,-1.41821,-1.45493,-1.34963,-1.43199,-1.43198,-1.38913,-1.43261,-1.43851,-1.44073,-1.44059,-1.44088,-1.43917,-1.39901,-1.39727,-1.44117,-1.44112,-1.37201,-1.37329,-1.35868,-1.35987,-1.40937,-1.36691,-1.36817,-1.37436,-1.39069,-1.3904,-1.39061,-1.39045,-1.36443,-1.38558,-1.46383,-1.44192,-1.4419,-1.44324,-1.37984,-1.37121,-1.45938,-1.46941,-1.37043,-1.36519,-1.36383,-1.3684,-1.36473,-1.45861,-1.42482,-1.42636,-1.43643,-1.41452
KM101123,-1.42356,-1.37189,-1.43028,-1.42732,-1.47694,-1.3956,-1.37852,-1.47421,-1.47573,-1.47523,-1.47533,-1.42734,-1.46561,-1.46789,-1.46553,-1.39226,-1.45208,-1.4057,-1.40447,-1.40477,-1.37927,-1.44164,-1.4166,-1.4121,-1.45142,-1.37444,-1.43163,-1.43243,-1.40078,-1.43275,-1.4396,-1.43953,-1.43852,-1.43977,-1.43755,-1.40107,-1.39903,-1.44024,-1.44031,-1.37802,-1.379,-1.37148,-1.37409,-1.41326,-1.36901,-1.36851,-1.38155,-1.39741,-1.39798,-1.39778,-1.3978,-1.36558,-1.38621,-1.45934,-1.43917,-1.43908,-1.44174,-1.39266,-1.37932,-1.45448,-1.46493,-1.37896,-1.37482,-1.37487,-1.37766,-1.37717,-1.45607,-1.4113,-1.41142,-1.44113,-1.41804
KM101120,-1.43665,-1.35876,-1.44806,-1.43632,-1.49631,-1.35939,-1.34244,-1.49,-1.48993,-1.49186,-1.48945,-1.42961,-1.4622,-1.48525,-1.47216,-1.38448,-1.46633,-1.40572,-1.40608,-1.40567,-1.33605,-1.44737,-1.425,-1.40552,-1.46234,-1.31932,-1.43845,-1.43815,-1.40259,-1.43128,-1.44054,-1.44285,-1.44292,-1.44584,-1.44379,-1.39965,-1.39795,-1.44648,-1.4583,-1.34045,-1.33985,-1.34944,-1.3517,-1.42387,-1.34843,-1.349,-1.3597,-1.40134,-1.40182,-1.40152,-1.40187,-1.34024,-1.38977,-1.46652,-1.44701,-1.44697,-1.44945,-1.32457,-1.36535,-1.46227,-1.47386,-1.35902,-1.35535,-1.35211,-1.3576,-1.35423,-1.46653,-1.39803,-1.39913,-1.45497,-1.42672
KM066034,-1.41493,-1.3682,-1.42931,-1.42841,-1.48174,-1.38158,-1.37808,-1.4778,-1.48056,-1.48061,-1.47953,-1.429,-1.46625,-1.46998,-1.46663,-1.38347,-1.45203,-1.39451,-1.39344,-1.3936,-1.37063,-1.43958,-1.40883,-1.41699,-1.45218,-1.35433,-1.43126,-1.43176,-1.38785,-1.43274,-1.44037,-1.44085,-1.44198,-1.44156,-1.44081,-1.39871,-1.39872,-1.44204,-1.43831,-1.37512,-1.3761,-1.35939,-1.36229,-1.40756,-1.36903,-1.36987,-1.37428,-1.3894,-1.38958,-1.38981,-1.38959,-1.36596,-1.38394,-1.45974,-1.43868,-1.43865,-1.44179,-1.38217,-1.36994,-1.45935,-1.47164,-1.37134,-1.36625,-1.36644,-1.37065,-1.36622,-1.45793,-1.42509,-1.42678,-1.43655,-1.41314
KM347889,-1.41709,-1.36983,-1.42758,-1.42882,-1.47752,-1.38349,-1.37843,-1.47859,-1.48061,-1.47988,-1.47953,-1.42848,-1.46473,-1.46948,-1.46581,-1.3861,-1.45309,-1.39469,-1.39481,-1.39466,-1.37041,-1.43995,-1.40946,-1.41994,-1.45272,-1.35604,-1.43372,-1.43218,-1.3897,-1.43255,-1.43959,-1.44067,-1.44033,-1.4405,-1.43775,-1.39844,-1.3985,-1.4409,-1.43898,-1.3768,-1.37819,-1.36188,-1.36308,-1.40702,-1.37067,-1.37177,-1.37636,-1.39153,-1.39121,-1.39155,-1.39141,-1.36715,-1.38514,-1.45933,-1.43976,-1.4398,-1.44095,-1.38445,-1.37123,-1.4596,-1.47167,-1.37371,-1.36834,-1.36667,-1.37055,-1.36712,-1.45835,-1.42494,-1.42638,-1.43553,-1.41356
KM279937,-1.41433,-1.36545,-1.42651,-1.42816,-1.47849,-1.38153,-1.37768,-1.47757,-1.47993,-1.48049,-1.47886,-1.42892,-1.46654,-1.46813,-1.46662,-1.38346,-1.45121,-1.39216,-1.39209,-1.39136,-1.3689,-1.43945,-1.40715,-1.41733,-1.45289,-1.35237,-1.43121,-1.43089,-1.38515,-1.43211,-1.43936,-1.44028,-1.44005,-1.4417,-1.43964,-1.39697,-1.39652,-1.44243,-1.43706,-1.37478,-1.37655,-1.35825,-1.36235,-1.40641,-1.36751,-1.36788,-1.37414,-1.38806,-1.38816,-1.38826,-1.38815,-1.36585,-1.38288,-1.45959,-1.43958,-1.43947,-1.44185,-1.37955,-1.36864,-1.45791,-1.47036,-1.37051,-1.36511,-1.36398,-1.36823,-1.36534,-1.45961,-1.42436,-1.42598,-1.43457,-1.41211
KP027205,-1.43448,-1.36584,-1.44356,-1.43446,-1.48963,-1.36147,-1.34542,-1.48814,-1.48865,-1.48945,-1.48804,-1.42977,-1.46446,-1.48325,-1.47066,-1.37813,-1.46355,-1.40416,-1.40474,-1.40371,-1.34263,-1.44481,-1.42582,-1.41188,-1.46084,-1.32705,-1.43686,-1.43577,-1.40102,-1.43147,-1.44104,-1.44123,-1.44069,-1.44468,-1.44393,-1.40621,-1.40544,-1.44537,-1.45542,-1.34887,-1.34849,-1.35803,-1.35919,-1.42475,-1.35495,-1.35493,-1.36575,-1.39447,-1.39464,-1.39468,-1.39451,-1.34821,-1.38541,-1.4662,-1.44693,-1.44672,-1.44984,-1.33916,-1.36849,-1.46024,-1.47331,-1.36755,-1.36473,-1.36428,-1.36901,-1.36506,-1.46589,-1.40916,-1.41076,-1.45186,-1.42884
KP027199,-1.42179,-1.33018,-1.43278,-1.42873,-1.49702,-1.29398,-1.31161,-1.48923,-1.49138,-1.49157,-1.49066,-1.43506,-1.45662,-1.48467,-1.46875,-1.34005,-1.46395,-1.39033,-1.39049,-1.38929,-1.32691,-1.44594,-1.41251,-1.41808,-1.46236,-1.27952,-1.43797,-1.43754,-1.37811,-1.43019,-1.4382,-1.44077,-1.43956,-1.44582,-1.44348,-1.40345,-1.40013,-1.44704,-1.45136,-1.3115,-1.31288,-1.32056,-1.32174,-1.40885,-1.31182,-1.31113,-1.32524,-1.37226,-1.37185,-1.37232,-1.37198,-1.3062,-1.35364,-1.46739,-1.44956,-1.44934,-1.45349,-1.30142,-1.33617,-1.45963,-1.4738,-1.34258,-1.35288,-1.34918,-1.36016,-1.35395,-1.46668,-1.41676,-1.41712,-1.45159,-1.41868
KP027206,-1.42055,-1.32902,-1.43262,-1.42806,-1.49287,-1.2883,-1.2998,-1.48887,-1.49133,-1.49189,-1.48988,-1.43623,-1.45433,-1.48457,-1.4675,-1.33505,-1.46393,-1.39058,-1.39092,-1.38936,-1.32662,-1.44618,-1.41317,-1.41362,-1.46094,-1.27401,-1.43622,-1.43679,-1.38216,-1.42811,-1.437,-1.43953,-1.43834,-1.4473,-1.44342,-1.40245,-1.40009,-1.44673,-1.45082,-1.29869,-1.29981,-1.3111,-1.31808,-1.4072,-1.30794,-1.30823,-1.31604,-1.37178,-1.37155,-1.37175,-1.37166,-1.30267,-1.34752,-1.46217,-1.45048,-1.45027,-1.45352,-1.28933,-1.33532,-1.45779,-1.47195,-1.33212,-1.34817,-1.34556,-1.35785,-1.3511,-1.46674,-1.40656,-1.40496,-1.45385,-1.41745
KP027201,-1.42224,-1.34108,-1.43581,-1.43151,-1.49212,-1.32853,-1.32679,-1.4864,-1.48985,-1.48944,-1.48824,-1.43299,-1.45928,-1.4817,-1.46894,-1.35733,-1.4612,-1.39184,-1.39134,-1.39091,-1.33549,-1.44482,-1.41115,-1.41196,-1.45964,-1.29558,-1.4342,-1.43416,-1.38488,-1.42995,-1.43995,-1.44071,-1.44007,-1.44337,-1.44224,-1.39844,-1.39613,-1.44412,-1.44887,-1.32384,-1.3233,-1.32891,-1.33431,-1.40695,-1.32895,-1.33025,-1.33742,-1.38072,-1.38067,-1.3808,-1.38078,-1.32553,-1.36566,-1.46406,-1.44672,-1.44659,-1.45057,-1.32055,-1.34554,-1.45936,-1.47255,-1.34348,-1.35085,-1.34717,-1.3577,-1.3513,-1.46549,-1.41055,-1.40924,-1.44676,-1.41522
KC661272,-1.43468,-1.35741,-1.44116,-1.43312,-1.49152,-1.35715,-1.33464,-1.48686,-1.48856,-1.48941,-1.48765,-1.42969,-1.46295,-1.48026,-1.46962,-1.37773,-1.46377,-1.3994,-1.40085,-1.39953,-1.33402,-1.44796,-1.42268,-1.40351,-1.45808,-1.31841,-1.43651,-1.43715,-1.39638,-1.43115,-1.4401,-1.44194,-1.44183,-1.4457,-1.44187,-1.39776,-1.39545,-1.44542,-1.45358,-1.33298,-1.33373,-1.34376,-1.34845,-1.42235,-1.34353,-1.34455,-1.35628,-1.39311,-1.39347,-1.39355,-1.39354,-1.33801,-1.3847,-1.46624,-1.44319,-1.44316,-1.4477,-1.32478,-1.36046,-1.45995,-1.47092,-1.35553,-1.35165,-1.35234,-1.35865,-1.35271,-1.46582,-1.39784,-1.3981,-1.45006,-1.42338
GQ303264,-1.41988,-1.33293,-1.43639,-1.43181,-1.49604,-1.32066,-1.32086,-1.48844,-1.49192,-1.49015,-1.49082,-1.43401,-1.45749,-1.48149,-1.46969,-1.3547,-1.46499,-1.39273,-1.39226,-1.39188,-1.32731,-1.4453,-1.41314,-1.41702,-1.46163,-1.283,-1.43553,-1.43559,-1.38276,-1.43015,-1.43909,-1.4394,-1.43895,-1.44613,-1.44318,-1.39985,-1.3992,-1.44643,-1.45047,-1.32063,-1.32065,-1.32124,-1.32762,-1.40745,-1.32254,-1.32218,-1.32295,-1.38203,-1.38235,-1.38255,-1.38248,-1.31714,-1.36213,-1.46541,-1.44868,-1.44847,-1.45075,-1.30889,-1.33122,-1.46028,-1.4744,-1.34364,-1.35009,-1.34734,-1.35863,-1.3511,-1.46608,-1.40556,-1.4052,-1.44858,-1.41284
EU826470,-1.43591,-1.36618,-1.44366,-1.43592,-1.49132,-1.36078,-1.34637,-1.48869,-1.49029,-1.49079,-1.49025,-1.42997,-1.46391,-1.48476,-1.47215,-1.37972,-1.4646,-1.40514,-1.40542,-1.40455,-1.34019,-1.44576,-1.42551,-1.41159,-1.46228,-1.32597,-1.43654,-1.43549,-1.40171,-1.4308,-1.44071,-1.44102,-1.44077,-1.44608,-1.44321,-1.40696,-1.40489,-1.44548,-1.45684,-1.34812,-1.3473,-1.35788,-1.36078,-1.42601,-1.35461,-1.35585,-1.36436,-1.39588,-1.39606,-1.39609,-1.39597,-1.34741,-1.38711,-1.46512,-1.44802,-1.44786,-1.45031,-1.3363,-1.36883,-1.46064,-1.47419,-1.36655,-1.36506,-1.36527,-1.36844,-1.36454,-1.46608,-1.4077,-1.40852,-1.45269,-1.42765
FJ168659,-1.41975,-1.32733,-1.43442,-1.43027,-1.49381,-1.29544,-1.30214,-1.48693,-1.49042,-1.48894,-1.48876,-1.43377,-1.45578,-1.48671,-1.46654,-1.34111,-1.46391,-1.38738,-1.3888,-1.38635,-1.31747,-1.44724,-1.40849,-1.41462,-1.46025,-1.26943,-1.43303,-1.43384,-1.3808,-1.42763,-1.43793,-1.4393,-1.44002,-1.44641,-1.44299,-1.40118,-1.39713,-1.4471,-1.45339,-1.2986,-1.2982,-1.3142,-1.32272,-1.40601,-1.30939,-1.30937,-1.31709,-1.3737,-1.37352,-1.37372,-1.3734,-1.30391,-1.35541,-1.46435,-1.44836,-1.44811,-1.45215,-1.29405,-1.3315,-1.45885,-1.47385,-1.3342,-1.34706,-1.34249,-1.35421,-1.34732,-1.46551,-1.4045,-1.40461,-1.44944,-1.41817
FJ168660,-1.42786,-1.36764,-1.42668,-1.42131,-1.47323,-1.39052,-1.37555,-1.47215,-1.47458,-1.47412,-1.47432,-1.42377,-1.46667,-1.4656,-1.46462,-1.39486,-1.4519,-1.40337,-1.40261,-1.40336,-1.37498,-1.44093,-1.412,-1.4073,-1.45101,-1.36786,-1.42863,-1.4281,-1.39616,-1.43279,-1.43861,-1.44007,-1.43917,-1.43964,-1.43493,-1.39147,-1.38889,-1.43913,-1.43859,-1.37668,-1.37704,-1.37097,-1.36692,-1.41066,-1.36378,-1.3641,-1.38184,-1.39992,-1.39996,-1.40012,-1.40012,-1.36035,-1.39383,-1.45894,-1.43484,-1.43467,-1.43508,-1.39099,-1.37952,-1.45582,-1.46606,-1.37417,-1.37038,-1.36789,-1.36827,-1.36778,-1.45468,-1.41995,-1.42008,-1.43096,-1.41798
FJ168661,-1.42818,-1.36788,-1.42653,-1.42185,-1.47314,-1.39159,-1.37663,-1.47113,-1.47421,-1.47366,-1.47376,-1.42427,-1.46683,-1.46552,-1.46544,-1.39649,-1.4518,-1.40272,-1.40265,-1.40263,-1.37691,-1.44139,-1.4126,-1.40788,-1.45081,-1.36848,-1.42885,-1.42942,-1.39676,-1.43348,-1.43898,-1.44028,-1.43926,-1.43925,-1.43456,-1.39061,-1.38838,-1.43824,-1.43885,-1.37764,-1.37874,-1.37128,-1.36694,-1.41011,-1.36393,-1.364,-1.38183,-1.40075,-1.4009,-1.40108,-1.401,-1.36068,-1.39416,-1.45937,-1.43361,-1.43348,-1.43569,-1.39206,-1.3792,-1.45561,-1.46528,-1.37482,-1.37054,-1.36795,-1.36876,-1.36859,-1.45532,-1.41952,-1.42018,-1.43208,-1.41882
FJ168662,-1.42788,-1.3679,-1.42654,-1.42109,-1.47334,-1.39159,-1.37597,-1.47236,-1.47447,-1.47473,-1.47377,-1.42434,-1.46667,-1.46545,-1.46509,-1.39528,-1.45118,-1.40407,-1.40296,-1.40359,-1.37604,-1.44071,-1.41224,-1.40753,-1.45073,-1.3682,-1.42883,-1.42819,-1.39636,-1.43349,-1.43896,-1.44016,-1.43916,-1.43981,-1.43523,-1.39078,-1.38803,-1.43919,-1.43781,-1.37682,-1.37725,-1.37032,-1.36695,-1.41041,-1.36394,-1.36436,-1.38239,-1.40073,-1.40081,-1.40094,-1.40095,-1.36046,-1.39394,-1.45902,-1.43484,-1.43472,-1.43499,-1.3913,-1.37996,-1.45628,-1.46584,-1.37475,-1.37052,-1.36778,-1.36836,-1.36807,-1.45446,-1.42091,-1.42128,-1.4316,-1.41799
FJ174690,-1.41989,-1.36869,-1.43132,-1.42985,-1.48107,-1.37835,-1.37522,-1.47903,-1.48098,-1.48064,-1.47977,-1.42922,-1.46616,-1.47113,-1.46796,-1.38332,-1.45383,-1.39531,-1.39508,-1.39423,-1.36625,-1.44178,-1.4114,-1.41952,-1.45494,-1.3511,-1.43198,-1.43298,-1.38959,-1.43338,-1.44079,-1.44134,-1.44111,-1.44298,-1.43963,-1.39974,-1.39815,-1.44265,-1.44125,-1.37377,-1.37604,-1.35994,-1.36192,-1.4091,-1.36917,-1.36914,-1.37473,-1.39044,-1.39039,-1.39064,-1.39031,-1.36525,-1.3846,-1.4624,-1.44169,-1.44163,-1.44342,-1.37831,-1.36937,-1.45903,-1.47299,-1.37336,-1.36712,-1.36686,-1.36983,-1.36703,-1.46018,-1.42415,-1.42572,-1.43919,-1.41395
FJ174691,-1.41013,-1.36484,-1.42145,-1.41451,-1.47029,-1.38737,-1.39104,-1.47107,-1.47332,-1.47264,-1.47221,-1.42629,-1.4681,-1.46338,-1.46453,-1.38535,-1.44291,-1.39125,-1.39051,-1.39097,-1.37885,-1.43853,-1.40254,-1.41323,-1.44722,-1.38238,-1.42007,-1.42018,-1.38696,-1.43363,-1.44069,-1.44116,-1.44034,-1.43952,-1.43775,-1.40364,-1.40082,-1.44035,-1.43472,-1.39299,-1.3934,-1.37661,-1.36873,-1.40339,-1.36741,-1.36794,-1.38505,-1.38726,-1.38728,-1.38701,-1.38697,-1.36504,-1.38855,-1.45687,-1.4366,-1.43643,-1.43886,-1.42122,-1.37435,-1.45355,-1.46574,-1.39674,-1.38557,-1.38314,-1.38274,-1.38507,-1.45286,-1.43908,-1.43938,-1.42705,-1.41395
FJ174692,-1.41468,-1.36914,-1.42805,-1.42956,-1.47982,-1.38266,-1.37787,-1.47943,-1.48206,-1.48184,-1.48086,-1.42932,-1.46586,-1.46998,-1.46603,-1.38612,-1.45241,-1.39471,-1.39325,-1.39366,-1.37075,-1.44057,-1.40915,-1.41824,-1.45246,-1.35419,-1.43095,-1.43105,-1.38872,-1.43296,-1.43982,-1.44139,-1.44098,-1.44078,-1.43966,-1.39702,-1.39706,-1.44046,-1.43828,-1.37484,-1.37666,-1.35981,-1.36242,-1.4076,-1.37025,-1.37157,-1.37492,-1.38928,-1.38925,-1.38931,-1.38909,-1.36708,-1.38342,-1.45994,-1.43934,-1.43923,-1.44208,-1.38282,-1.36999,-1.45957,-1.47088,-1.37043,-1.36606,-1.36532,-1.36901,-1.36636,-1.45824,-1.42551,-1.42688,-1.4354,-1.41393
FJ174693,-1.41574,-1.36751,-1.42723,-1.42705,-1.47805,-1.3806,-1.3773,-1.47758,-1.47905,-1.47875,-1.47903,-1.42795,-1.46659,-1.46907,-1.46485,-1.38296,-1.45178,-1.39445,-1.39319,-1.39372,-1.3687,-1.44016,-1.40694,-1.41693,-1.45287,-1.35344,-1.43158,-1.43063,-1.38829,-1.4323,-1.4402,-1.44105,-1.44125,-1.44023,-1.4388,-1.39905,-1.39832,-1.44099,-1.4369,-1.37498,-1.37623,-1.35983,-1.36179,-1.4043,-1.36824,-1.36942,-1.3739,-1.38858,-1.3884,-1.38881,-1.38845,-1.36499,-1.38431,-1.46008,-1.43952,-1.43959,-1.44143,-1.38276,-1.3694,-1.4583,-1.4703,-1.37348,-1.36857,-1.36583,-1.37088,-1.36594,-1.45688,-1.42608,-1.42758,-1.43494,-1.41161
