CP001733.1,NC_015183.1,NC_018679.1,NC_017196.2,AAJM01,NC_008542.1,NC_002696.2,ATLH01,NZ_CP009976.1,ATLG01,NZ_CP009887.1,NC_002179.2,CP000312.1,NC_003910.7,NC_014230.1,AJKU01,CP002491.1,NC_012971.2,AE014075.1,NZ_CP009789.1,NC_015948.1,AFAO01,NZ_AP012544.1,NC_008054.1,NC_009004.1,NZ_CP009494.1,AZJX01,AZKB01,NC_004547.2,NC_007205.1,NC_005072.1,NC_007577.1,NC_008817.1,NC_007335.2,NC_005042.1,NC_008820.1,NC_005071.1,NC_008819.1,NC_017731.1,ASWV01,AZUG01,NC_012660.1,ANJD01,NC_014010.1,NC_008380.1,ATYQ01,NC_003911.12,NC_016810.1,NC_003197.1,NC_016856.1,NC_022569.1,NC_020528.1,NC_007712.1,NC_007795.1,CP000410.1,NC_003098.1,CP002888.1,NC_003888.3,JPOY01,NC_021058.1,NC_002754.1,ADXL01,NZ_CP006882.1,NC_009481.1,AAOK01,NC_005070.1,CP003184.1,NC_005835.1,NC_006461.1,AAZW01,NZ_CP009840.1
KM279937,0.3297,0.39324,0.302,0.22376,0.20453,0.31051,0.40373,0.24599,0.24314,0.24496,0.2456,0.21361,0.2365,0.25138,0.20839,0.38127,0.20181,0.34056,0.33637,0.34038,0.3718,0.10619,0.325,0.25011,0.1634,0.51236,0.20125,0.19753,0.3577,0.20622,0.23753,0.25554,0.22687,0.27692,0.26576,0.41547,0.41745,0.27181,0.24351,0.43049,0.42896,0.43182,0.38067,0.22628,0.41222,0.41003,0.29896,0.33532,0.33462,0.33467,0.33684,0.40629,0.36927,0.21425,0.19359,0.19343,0.21541,0.51226,0.33521,0.21212,0.20085,0.46394,0.44829,0.40518,0.40755,0.42272,0.2807,0.32614,0.32564,0.31176,0.29338
KP027205,0.17274,0.30845,0.18049,0.12486,0.11611,0.4419,0.48402,0.12319,0.12455,0.12352,0.12512,0.15912,0.20651,0.17898,0.098745,0.378,0.095049,0.30452,0.28999,0.30572,0.41241,0.024952,0.23211,0.40363,0.11771,0.61065,0.15758,0.15601,0.24818,0.18913,0.22086,0.22748,0.20861,0.22399,0.23228,0.2935,0.28724,0.21507,0.10955,0.50153,0.50167,0.48938,0.45063,0.16958,0.38719,0.38609,0.41672,0.27731,0.27736,0.27644,0.27676,0.39748,0.30218,0.14375,0.099731,0.099643,0.10292,0.5948,0.39146,0.14567,0.17003,0.41487,0.39195,0.35817,0.34233,0.38585,0.16536,0.39908,0.39747,0.15597,0.19652
KP027199,0.1252,0.31564,0.089629,0.0509,0.018586,0.43813,0.44508,0.03451,0.031329,0.031604,0.032931,0.026948,0.044455,0.091831,0.11775,0.26594,0.0274,0.12268,0.10953,0.12183,0.27076,-0.035596,0.13084,0.14124,0.012632,0.56032,0.062927,0.05903,0.13689,0.05817,0.054062,0.064939,0.04638,0.064112,0.099546,0.14171,0.14526,0.059868,0.065971,0.41529,0.41342,0.37083,0.32742,0.122,0.4289,0.42904,0.41157,0.14866,0.14987,0.14939,0.1504,0.42629,0.21245,0.031078,0.022768,0.022974,0.029947,0.47941,0.33012,0.075141,0.08071,0.26507,0.21543,0.19716,0.16272,0.19303,0.058199,0.21275,0.21545,0.073191,0.073233
KP027206,0.12653,0.30624,0.10266,0.084957,0.043342,0.47538,0.50268,0.024212,0.020384,0.02379,0.022915,0.033795,0.067838,0.13211,0.093157,0.27038,0.046176,0.13036,0.11645,0.12936,0.24617,-0.037318,0.16069,0.23066,0.051005,0.58467,0.082554,0.076864,0.12578,0.069792,0.074791,0.089282,0.063766,0.079741,0.12068,0.15307,0.15192,0.079302,0.072288,0.4556,0.45391,0.41487,0.35916,0.11053,0.41327,0.41417,0.43318,0.14351,0.1437,0.14306,0.14396,0.42474,0.22962,0.056085,0.039952,0.040313,0.045901,0.53774,0.3374,0.061848,0.076683,0.31544,0.24921,0.21853,0.18096,0.23092,0.064017,0.27639,0.2769,0.08267,0.077317
KP027201,0.21447,0.42813,0.19368,0.14799,0.1282,0.53624,0.55522,0.14441,0.14008,0.14195,0.14275,0.14848,0.20612,0.18121,0.18555,0.36124,0.11624,0.26044,0.24351,0.25897,0.44746,-0.049136,0.2916,0.34375,0.11765,0.74983,0.18263,0.18047,0.25666,0.19307,0.21238,0.22415,0.19864,0.22631,0.2417,0.33585,0.33106,0.22034,0.12352,0.56535,0.56411,0.54027,0.47911,0.20086,0.52189,0.5225,0.47628,0.24396,0.24334,0.24266,0.24395,0.50967,0.32007,0.13818,0.091529,0.091517,0.10306,0.65174,0.43526,0.16663,0.174,0.47518,0.44711,0.40937,0.3848,0.42927,0.1845,0.38993,0.38898,0.16744,0.16546
KC661272,0.19717,0.36426,0.20929,0.13862,0.13709,0.42578,0.50758,0.17117,0.17239,0.17276,0.17382,0.12591,0.17471,0.19517,0.15136,0.38602,0.10288,0.32041,0.30543,0.31918,0.46456,0.030885,0.25307,0.41236,0.095227,0.61169,0.16554,0.16546,0.27138,0.1614,0.17467,0.18415,0.16757,0.19105,0.20689,0.30335,0.30812,0.18042,0.13073,0.53254,0.53431,0.52114,0.48386,0.11415,0.43472,0.43386,0.41085,0.29116,0.29081,0.29001,0.29051,0.44561,0.31264,0.13493,0.080387,0.080341,0.099799,0.59532,0.39189,0.18459,0.20421,0.45727,0.44821,0.40801,0.38195,0.41947,0.20894,0.41452,0.41242,0.1694,0.22841
GQ303264,0.18728,0.39917,0.14077,0.080274,0.024626,0.42762,0.44301,0.05187,0.049532,0.05075,0.05372,0.096776,0.04426,0.14266,0.081577,0.25225,0.047115,0.16226,0.15088,0.16112,0.32655,-0.05598,0.20789,0.20962,0.060498,0.58518,0.12969,0.12555,0.20738,0.060758,0.062047,0.073837,0.064119,0.087674,0.085595,0.20865,0.21141,0.081545,0.1055,0.43433,0.43469,0.42137,0.41641,0.16805,0.42155,0.42158,0.48482,0.14733,0.14692,0.14598,0.14706,0.41637,0.26185,0.021502,0.087525,0.087866,0.092273,0.47464,0.45136,0.093395,0.11453,0.30303,0.29386,0.27533,0.25052,0.29113,0.077757,0.27528,0.27438,0.11714,0.1517
EU826470,0.15427,0.3085,0.18799,0.12836,0.12318,0.44255,0.49113,0.12429,0.12418,0.12298,0.12551,0.13894,0.19051,0.18858,0.096264,0.37103,0.094901,0.29728,0.28527,0.29919,0.42159,0.044448,0.2233,0.39448,0.10948,0.60813,0.17308,0.17217,0.24316,0.1801,0.21369,0.21783,0.20539,0.22536,0.23645,0.288,0.28474,0.21965,0.11257,0.5007,0.50177,0.4799,0.44744,0.16069,0.38359,0.38275,0.43179,0.27843,0.27853,0.27795,0.27851,0.39917,0.30507,0.14124,0.092238,0.092144,0.093723,0.59252,0.39171,0.14951,0.17251,0.40717,0.38445,0.35092,0.33111,0.37332,0.16117,0.40745,0.40671,0.15317,0.19859
FJ168659,0.17882,0.39659,0.15546,0.15102,0.10358,0.55134,0.56359,0.10184,0.097667,0.098497,0.10081,0.092762,0.15717,0.16586,0.16152,0.3423,0.104,0.20581,0.1889,0.20533,0.41092,-0.037534,0.25632,0.29436,0.11335,0.7188,0.14899,0.14314,0.20124,0.15038,0.1729,0.17596,0.15708,0.17601,0.20754,0.27645,0.27297,0.17136,0.1155,0.55318,0.55172,0.50216,0.44311,0.1689,0.50574,0.50701,0.51102,0.20332,0.2036,0.20283,0.20362,0.50497,0.2896,0.11615,0.091231,0.091512,0.10739,0.6291,0.44595,0.14338,0.16229,0.41682,0.38302,0.34811,0.3172,0.36864,0.13374,0.35719,0.35607,0.13892,0.13387
FJ168660,0.23107,0.40087,0.19802,0.12033,0.082798,0.36668,0.4313,0.20828,0.21037,0.21027,0.20924,0.15272,0.11114,0.19305,0.19739,0.29013,0.10999,0.25394,0.24739,0.25343,0.36015,0.02052,0.32632,0.28442,0.16381,0.54539,0.14105,0.1405,0.24479,0.12763,0.11993,0.14056,0.11221,0.11798,0.1442,0.24821,0.2533,0.12139,0.13805,0.41416,0.41471,0.41649,0.4149,0.22117,0.43947,0.43666,0.36353,0.23234,0.23099,0.23094,0.23256,0.44687,0.27682,0.10722,0.16822,0.16839,0.19373,0.46643,0.35211,0.17179,0.20279,0.3403,0.33712,0.32096,0.30677,0.32438,0.13548,0.35959,0.36013,0.19057,0.16667
FJ168661,0.23221,0.39714,0.1832,0.11252,0.071536,0.36418,0.43836,0.20904,0.21097,0.21119,0.21037,0.15527,0.10499,0.19101,0.19912,0.29176,0.10602,0.25859,0.25018,0.25781,0.35473,0.015851,0.32023,0.28487,0.15975,0.54727,0.14003,0.13752,0.245,0.12501,0.11649,0.13968,0.10724,0.11272,0.14001,0.25009,0.25304,0.11657,0.13037,0.41429,0.41481,0.41268,0.41084,0.23318,0.44109,0.43878,0.36955,0.23524,0.23398,0.23386,0.23515,0.44999,0.2783,0.098723,0.16759,0.16774,0.19506,0.47352,0.35902,0.16617,0.19615,0.34231,0.33634,0.31935,0.30302,0.32149,0.13421,0.37054,0.3718,0.16991,0.15978
FJ168662,0.23357,0.40229,0.19726,0.11402,0.079297,0.36573,0.43091,0.21031,0.21248,0.2124,0.21148,0.15892,0.11081,0.20065,0.19685,0.28705,0.11499,0.25571,0.24854,0.25525,0.35956,0.019337,0.32898,0.28105,0.17484,0.54376,0.14519,0.14341,0.24583,0.1274,0.12028,0.14114,0.11317,0.11959,0.14474,0.24685,0.25068,0.12284,0.14291,0.41375,0.41453,0.41576,0.41655,0.23184,0.4395,0.43706,0.3695,0.23223,0.23089,0.23089,0.23243,0.4456,0.27641,0.11174,0.17017,0.17033,0.1974,0.46442,0.35398,0.174,0.20321,0.33697,0.33549,0.32012,0.30446,0.32344,0.13842,0.35693,0.35796,0.18513,0.16921
FJ174690,0.32352,0.3697,0.28523,0.21043,0.17726,0.32339,0.42189,0.24318,0.24084,0.24388,0.24409,0.24103,0.23899,0.25861,0.20551,0.40182,0.20515,0.34133,0.33398,0.34143,0.37543,0.11103,0.32057,0.25644,0.17413,0.54707,0.20999,0.20883,0.35786,0.18972,0.2498,0.26271,0.23982,0.28953,0.28672,0.40733,0.41104,0.2855,0.22937,0.43818,0.43664,0.45974,0.4183,0.21066,0.4011,0.39879,0.33508,0.34455,0.34428,0.34458,0.34639,0.39522,0.38586,0.2111,0.17355,0.17358,0.19414,0.5206,0.36927,0.2057,0.19716,0.46833,0.45164,0.41294,0.40398,0.42382,0.25919,0.34888,0.35009,0.28,0.28992
FJ174691,0.19327,0.32207,0.14965,0.039767,-0.014542,0.22242,0.29713,0.03643,0.031754,0.035319,0.036894,0.025757,0.028748,0.097802,0.06629,0.26456,-0.041797,0.1957,0.19464,0.19594,0.26441,0.0552,0.20753,0.18211,0.039666,0.36269,0.11411,0.11295,0.17841,-0.0010512,0.019536,0.035516,0.029072,0.0080215,0.035982,0.11247,0.12706,0.0090755,0.073729,0.33058,0.33241,0.34713,0.38071,0.13777,0.30703,0.3071,0.26737,0.22033,0.21962,0.22001,0.21999,0.31243,0.22038,-0.0017487,0.071952,0.072193,0.067717,0.3197,0.29351,0.091345,0.11398,0.18619,0.18302,0.19428,0.15702,0.15147,0.059522,0.19835,0.19672,0.12498,0.11978
FJ174692,0.31611,0.35238,0.279,0.18201,0.1497,0.31005,0.39935,0.22465,0.22218,0.22432,0.22475,0.21951,0.23764,0.22334,0.21287,0.39232,0.15305,0.33048,0.32289,0.33066,0.3659,0.098225,0.28795,0.22492,0.1313,0.52736,0.1674,0.1681,0.34081,0.18619,0.2409,0.2557,0.23126,0.27298,0.25144,0.40464,0.41059,0.26841,0.20585,0.43365,0.43267,0.45362,0.39931,0.19672,0.38395,0.38198,0.29944,0.33101,0.33085,0.33098,0.33277,0.37351,0.36525,0.17876,0.16774,0.1677,0.20453,0.51149,0.34701,0.21436,0.20691,0.47375,0.45214,0.41651,0.40788,0.4192,0.27081,0.33242,0.33221,0.26855,0.27539
FJ174693,0.31951,0.37182,0.27501,0.19427,0.15753,0.33747,0.41557,0.23407,0.23058,0.23352,0.23273,0.22918,0.22568,0.21772,0.2084,0.40358,0.17586,0.34413,0.33616,0.34439,0.36578,0.089451,0.33366,0.25722,0.15436,0.53221,0.17847,0.17637,0.35419,0.16843,0.21441,0.23016,0.20394,0.2467,0.23775,0.3819,0.38711,0.24126,0.2014,0.43659,0.43568,0.44376,0.39158,0.22095,0.40668,0.40439,0.31388,0.34196,0.34171,0.34202,0.34357,0.39566,0.36274,0.17911,0.17302,0.17308,0.20072,0.51314,0.35222,0.20622,0.20247,0.44571,0.42273,0.38811,0.37881,0.39237,0.26101,0.33431,0.33479,0.26686,0.27293
FJ174694,0.18461,0.39567,0.14273,0.083988,0.026021,0.42661,0.4451,0.055997,0.053486,0.054828,0.057683,0.097651,0.044076,0.13997,0.08278,0.25905,0.050435,0.16345,0.15234,0.16283,0.3295,-0.05062,0.20451,0.21467,0.063709,0.58662,0.12279,0.11901,0.20805,0.058391,0.057954,0.07054,0.0588,0.079655,0.081703,0.21012,0.21204,0.075413,0.10205,0.43648,0.43673,0.42359,0.41736,0.16202,0.41788,0.41801,0.48213,0.14926,0.14889,0.14792,0.14906,0.41335,0.2665,0.022511,0.093241,0.093609,0.09959,0.47698,0.45169,0.094425,0.11621,0.30635,0.29749,0.27872,0.25353,0.29497,0.083756,0.27798,0.2766,0.11617,0.1502
FJ641182,0.19547,0.40602,0.1791,0.14728,0.10756,0.48281,0.55162,0.12545,0.12299,0.12139,0.12578,0.12066,0.15666,0.18498,0.12636,0.39512,0.077856,0.31185,0.30186,0.31385,0.40912,0.025456,0.27567,0.39049,0.084067,0.58432,0.20805,0.20647,0.2617,0.14381,0.14457,0.16345,0.13805,0.16587,0.20577,0.28824,0.2856,0.15724,0.14837,0.55021,0.55079,0.50256,0.4582,0.14628,0.49423,0.4932,0.41329,0.32436,0.32454,0.32448,0.32438,0.51139,0.35256,0.10036,0.07915,0.079099,0.087876,0.59468,0.41643,0.15884,0.18093,0.42656,0.39098,0.35629,0.32557,0.38699,0.15726,0.33852,0.3381,0.1314,0.21665
GQ303261,0.078165,0.20798,0.071021,-0.003962,0.024916,0.40298,0.34921,0.013015,0.010688,0.01192,0.013909,0.050789,0.070717,0.080355,0.078684,0.15244,0.01679,0.081969,0.076156,0.082292,0.22055,-0.054091,0.15442,0.23236,0.048383,0.46037,0.082076,0.078368,0.061054,0.057593,0.055544,0.056183,0.047973,0.056207,0.084273,0.12474,0.1253,0.05247,0.0014799,0.40277,0.40305,0.35053,0.26996,0.023903,0.33826,0.33843,0.20548,0.089403,0.089,0.089003,0.090339,0.34784,0.19374,0.048477,0.03785,0.037989,0.046906,0.37612,0.13581,0.055932,0.070971,0.25147,0.18894,0.19712,0.14819,0.17205,0.005519,0.16285,0.16229,0.042092,-0.0050498
JF792674,0.18145,0.35228,0.19822,0.11153,0.096727,0.39595,0.44519,0.12046,0.12014,0.11946,0.12112,0.1289,0.12584,0.18176,0.085634,0.31199,0.10994,0.2874,0.27962,0.28783,0.41534,0.057497,0.25512,0.37653,0.11404,0.51483,0.15567,0.15578,0.27227,0.1245,0.14681,0.15612,0.14476,0.17866,0.17891,0.28117,0.28021,0.16783,0.11777,0.4479,0.45076,0.45903,0.46849,0.12886,0.37212,0.37158,0.36699,0.25536,0.25513,0.25456,0.25533,0.39916,0.26369,0.098795,0.12112,0.12111,0.13201,0.48842,0.36363,0.14583,0.15882,0.37237,0.36975,0.35608,0.33946,0.3593,0.16153,0.35947,0.35971,0.16825,0.2176
GU247132,0.16204,0.31281,0.16929,0.1165,0.12224,0.45229,0.48988,0.12365,0.12426,0.12319,0.12384,0.1522,0.20173,0.18335,0.099878,0.36603,0.087905,0.29357,0.28105,0.2953,0.42667,0.01348,0.23178,0.41187,0.1117,0.60546,0.17114,0.17099,0.24307,0.19221,0.23007,0.23515,0.21979,0.23814,0.24382,0.29764,0.29038,0.23115,0.10762,0.51193,0.5125,0.49285,0.45877,0.16489,0.38743,0.38606,0.41467,0.274,0.27406,0.27311,0.27347,0.40631,0.29942,0.1421,0.1038,0.10331,0.10121,0.602,0.37782,0.13035,0.15472,0.41112,0.39327,0.35551,0.34079,0.39191,0.14777,0.41344,0.41219,0.13677,0.19097
HM152764,0.14851,0.33705,0.12555,0.055255,-0.00017384,0.41826,0.45677,0.020112,0.018076,0.020602,0.018672,0.020188,0.040269,0.12275,0.077877,0.26488,0.038023,0.16173,0.15226,0.15951,0.26406,-0.031157,0.16796,0.21449,0.013545,0.54401,0.06352,0.061353,0.16839,0.042553,0.056605,0.060712,0.039536,0.070968,0.090922,0.17671,0.17529,0.069076,0.096103,0.44307,0.44133,0.39938,0.3734,0.13844,0.42929,0.4299,0.40658,0.18107,0.1815,0.18033,0.18132,0.43633,0.24341,0.030217,0.0091568,0.0093164,0.025994,0.48641,0.33755,0.083566,0.088081,0.29296,0.25074,0.23071,0.20022,0.23069,0.04466,0.24029,0.24204,0.097521,0.11168
HM152767,0.15906,0.35277,0.1381,0.07623,0.021219,0.43877,0.49187,0.030808,0.027743,0.030386,0.029748,0.033384,0.065101,0.1327,0.091549,0.29158,0.041955,0.18015,0.16966,0.17752,0.27407,-0.02628,0.17332,0.23702,0.023508,0.57106,0.075842,0.072489,0.18725,0.065568,0.075647,0.078126,0.059182,0.086103,0.10888,0.19207,0.19035,0.08302,0.09579,0.47186,0.46993,0.42799,0.38791,0.15025,0.44911,0.44916,0.43784,0.19992,0.20016,0.1991,0.20013,0.45556,0.26574,0.053258,0.018478,0.018592,0.033774,0.51222,0.37116,0.10369,0.10741,0.32262,0.28285,0.25594,0.22348,0.26532,0.070774,0.25709,0.25851,0.099556,0.12419
KF841476,0.17083,0.33404,0.16395,0.099686,0.080046,0.39385,0.4304,0.12044,0.12035,0.11966,0.12162,0.14473,0.10978,0.14778,0.085235,0.30173,0.10015,0.26643,0.25792,0.26666,0.40616,0.061018,0.24187,0.36895,0.1026,0.50025,0.1587,0.15911,0.25248,0.11708,0.13796,0.14836,0.1382,0.17019,0.17111,0.29414,0.29465,0.15861,0.088794,0.44638,0.44877,0.45481,0.46095,0.11169,0.35485,0.35454,0.34629,0.23312,0.23282,0.23218,0.23285,0.37906,0.24514,0.08346,0.1077,0.10773,0.10874,0.47931,0.34768,0.10836,0.12342,0.37874,0.37811,0.36459,0.35236,0.36773,0.15605,0.35255,0.35235,0.15282,0.1885
HM152763,0.10148,0.18411,0.16831,0.005391,-0.017525,0.17547,0.18942,0.054647,0.053612,0.056034,0.053841,0.054359,0.0032463,0.15111,0.039982,0.19643,0.051433,0.20507,0.20256,0.20453,0.16735,0.080806,0.23609,0.17619,0.058856,0.27062,0.12143,0.11894,0.19886,0.017853,0.021882,0.03754,0.013095,0.045936,0.052277,0.11233,0.12995,0.045117,0.12518,0.19754,0.20033,0.22426,0.24908,0.11269,0.15016,0.14785,0.18099,0.20139,0.2001,0.20055,0.20104,0.1787,0.17024,0.033822,0.070419,0.070638,0.12458,0.22662,0.16453,0.069753,0.048462,0.14263,0.13654,0.13201,0.12469,0.10649,0.040587,0.15676,0.15723,0.16951,0.18849
JF744988,0.096692,0.19337,0.14239,0.011376,-0.051403,0.15381,0.18258,0.010899,0.0063249,0.0093213,0.011983,0.015292,-0.061132,0.095705,-0.008603,0.20887,-0.0055818,0.1712,0.16983,0.17103,0.14039,0.097036,0.18508,0.13501,0.015934,0.23067,0.081582,0.075992,0.1785,-0.035912,-0.019567,-0.0035063,-0.016812,0.018024,0.015811,0.12299,0.14157,0.011773,0.078691,0.2151,0.21687,0.23175,0.25677,0.080545,0.15809,0.15654,0.19289,0.19314,0.19224,0.1923,0.19312,0.18354,0.17557,-0.0092028,0.028979,0.028922,0.060294,0.20523,0.16216,0.071989,0.065096,0.13403,0.12026,0.12925,0.11074,0.087114,0.011564,0.1164,0.11658,0.15338,0.13343
KF713485,0.17979,0.39334,0.137,0.080854,0.022426,0.4244,0.44613,0.049211,0.047141,0.0486,0.050819,0.09274,0.044451,0.13202,0.075876,0.25543,0.046402,0.16107,0.14925,0.16032,0.32496,-0.058559,0.20583,0.22079,0.060673,0.58174,0.11795,0.11366,0.20216,0.054779,0.057552,0.070918,0.059756,0.078729,0.078746,0.20282,0.20428,0.073331,0.095957,0.43271,0.4329,0.41634,0.40992,0.14978,0.41536,0.41546,0.47849,0.14888,0.1485,0.14758,0.14865,0.41325,0.26323,0.017898,0.087624,0.08798,0.092275,0.47967,0.44928,0.095213,0.11646,0.30328,0.2926,0.27341,0.24784,0.2897,0.083511,0.28528,0.28404,0.10853,0.14463
JN153085,0.16169,0.29677,0.16834,0.11303,0.128,0.43395,0.46852,0.12926,0.12866,0.12813,0.13138,0.13598,0.21095,0.17916,0.1011,0.35829,0.095888,0.28193,0.26895,0.28373,0.3924,0.037251,0.21344,0.3883,0.11129,0.60102,0.16208,0.16075,0.22799,0.18424,0.21332,0.21663,0.19816,0.21759,0.22432,0.27247,0.26911,0.21298,0.09633,0.49179,0.49229,0.47021,0.43158,0.15883,0.37339,0.37233,0.41871,0.2563,0.25623,0.25547,0.25578,0.3888,0.28564,0.15511,0.099335,0.099012,0.10051,0.57967,0.39062,0.15723,0.17549,0.40091,0.37607,0.33792,0.3189,0.36817,0.15216,0.38189,0.37961,0.13867,0.16762
JN153086,0.16594,0.30263,0.15727,0.13227,0.11584,0.42692,0.48879,0.10355,0.104,0.1025,0.10533,0.12025,0.19425,0.1662,0.073416,0.35729,0.081796,0.28226,0.26811,0.28304,0.39773,0.027694,0.20966,0.37995,0.10414,0.60301,0.16241,0.16055,0.22114,0.15303,0.193,0.196,0.18044,0.20628,0.21985,0.28206,0.27486,0.19721,0.085797,0.50089,0.50116,0.48579,0.44058,0.15286,0.38104,0.38009,0.42012,0.257,0.2573,0.25639,0.2567,0.39913,0.29308,0.12252,0.096225,0.096103,0.093837,0.59786,0.38744,0.13918,0.16138,0.40353,0.3753,0.34368,0.32255,0.3717,0.14121,0.39414,0.3931,0.13665,0.17225
JN192463,0.19212,0.4058,0.14953,0.084999,0.030158,0.42658,0.44295,0.05849,0.056587,0.057622,0.060409,0.10297,0.048771,0.14616,0.090559,0.25936,0.055854,0.1671,0.15608,0.16606,0.33086,-0.051896,0.21119,0.21405,0.066692,0.58518,0.127,0.12338,0.21095,0.059469,0.062893,0.075752,0.063412,0.088001,0.087394,0.21552,0.2188,0.082628,0.10594,0.4357,0.43598,0.42295,0.4187,0.16388,0.42395,0.42406,0.48331,0.15263,0.15216,0.15103,0.15227,0.41858,0.27081,0.022783,0.090398,0.090734,0.099978,0.47534,0.4536,0.10179,0.12231,0.30805,0.30173,0.28274,0.26037,0.29627,0.087506,0.28355,0.2818,0.11943,0.15219
JN201525,0.3397,0.53303,0.39776,0.24934,0.24025,0.41971,0.53619,0.27954,0.27698,0.27769,0.28001,0.23999,0.29804,0.33594,0.27299,0.512,0.22561,0.46958,0.45977,0.46927,0.46508,0.066794,0.33105,0.42866,0.21609,0.61478,0.21825,0.21626,0.42057,0.30034,0.30355,0.32682,0.28628,0.3077,0.31916,0.43507,0.43671,0.30734,0.29216,0.60131,0.60156,0.60055,0.5443,0.26497,0.57751,0.57723,0.45179,0.47248,0.47215,0.47157,0.47282,0.579,0.51241,0.25195,0.214,0.21393,0.2324,0.616,0.42498,0.32218,0.31698,0.53645,0.5103,0.47998,0.47405,0.49255,0.34493,0.50294,0.50041,0.33293,0.37385
JN256079,0.22792,0.40257,0.19868,0.13282,0.12969,0.5046,0.53895,0.12896,0.12519,0.12718,0.12825,0.11053,0.19371,0.17978,0.19079,0.35885,0.11584,0.2646,0.24673,0.26303,0.44955,-0.041369,0.28014,0.31301,0.12788,0.72515,0.13647,0.13644,0.25333,0.14986,0.16444,0.17457,0.15063,0.16964,0.18536,0.29172,0.29199,0.16462,0.13405,0.5447,0.54318,0.52392,0.45696,0.20795,0.48457,0.48493,0.48719,0.24859,0.24872,0.24777,0.24905,0.46876,0.32966,0.13065,0.13291,0.13345,0.137,0.61895,0.44915,0.20024,0.21012,0.44373,0.40518,0.37008,0.33885,0.38884,0.17897,0.35226,0.35288,0.18002,0.18066
JN243855,0.099907,0.27821,0.16744,0.080082,0.04951,0.45446,0.36175,0.078289,0.078965,0.080056,0.079408,0.077268,0.10586,0.147,0.16018,0.1822,0.050931,0.14117,0.13477,0.13986,0.25494,-0.025119,0.18426,0.24526,0.028986,0.5037,0.080531,0.080746,0.15404,0.098512,0.11904,0.11948,0.1128,0.13998,0.16781,0.23162,0.23372,0.13758,0.12866,0.39288,0.39196,0.36097,0.29345,0.092988,0.40674,0.40764,0.25655,0.13939,0.13953,0.13922,0.14019,0.40961,0.22789,0.089786,0.078326,0.078501,0.083219,0.3931,0.23061,0.12953,0.13646,0.32353,0.27794,0.27032,0.24971,0.26203,0.13309,0.16824,0.1695,0.14661,0.10632
JN243857,0.19861,0.36381,0.20338,0.12531,0.12696,0.40661,0.45042,0.13681,0.1357,0.13513,0.13745,0.12233,0.15992,0.20411,0.10922,0.33832,0.11767,0.28941,0.28245,0.29,0.41211,0.061926,0.26004,0.38065,0.14042,0.52495,0.18205,0.18448,0.27291,0.1568,0.16546,0.17411,0.16535,0.19553,0.19512,0.30307,0.30194,0.18342,0.13024,0.46438,0.46663,0.47016,0.46289,0.1373,0.38267,0.38217,0.36619,0.25769,0.25731,0.25687,0.25772,0.40916,0.28556,0.12269,0.14584,0.14569,0.16271,0.49305,0.36438,0.15749,0.1725,0.4,0.39541,0.37552,0.35935,0.38705,0.18951,0.34835,0.34836,0.18036,0.22106
JN382248,0.27805,0.48623,0.29844,0.22037,0.20256,0.41762,0.51064,0.20969,0.21115,0.21139,0.21018,0.19995,0.25496,0.2581,0.18934,0.38876,0.18756,0.33504,0.32476,0.33437,0.44773,0.010259,0.28913,0.44151,0.19558,0.62119,0.17311,0.17283,0.31389,0.22821,0.25285,0.26314,0.23182,0.25915,0.25892,0.38195,0.37924,0.25654,0.18985,0.56305,0.56462,0.54437,0.48399,0.2154,0.52631,0.52543,0.42108,0.32414,0.3233,0.32271,0.32408,0.52735,0.39249,0.19642,0.22529,0.22503,0.22182,0.62162,0.42787,0.24255,0.2608,0.50054,0.48145,0.44716,0.43722,0.46762,0.27794,0.47188,0.46994,0.23442,0.26695
JN408461,0.14922,0.34784,0.16442,0.12987,0.12219,0.45698,0.53452,0.13334,0.13262,0.13336,0.13326,0.12577,0.17505,0.17247,0.12673,0.33714,0.09305,0.26667,0.25478,0.26749,0.44618,-0.016888,0.23317,0.4244,0.094078,0.6203,0.1441,0.14251,0.22587,0.16458,0.19763,0.20853,0.19017,0.20919,0.22835,0.30449,0.30895,0.19802,0.10466,0.53034,0.53108,0.50498,0.4575,0.11172,0.43023,0.4303,0.41419,0.2397,0.23947,0.23859,0.23913,0.44489,0.29427,0.11481,0.098259,0.098332,0.11781,0.60252,0.39518,0.17765,0.20128,0.46575,0.4426,0.39249,0.37455,0.42574,0.16815,0.41107,0.40981,0.12976,0.17443
JN408460,0.14867,0.3317,0.15787,0.09916,0.10545,0.42543,0.47741,0.11147,0.11012,0.11152,0.11168,0.11733,0.171,0.15391,0.1268,0.31226,0.059619,0.25386,0.2427,0.25449,0.39559,-0.023732,0.21173,0.38088,0.082821,0.57238,0.12145,0.12355,0.21667,0.15576,0.17538,0.186,0.17139,0.19331,0.21343,0.28308,0.28247,0.18349,0.10071,0.48275,0.48432,0.4699,0.44349,0.13304,0.39778,0.39725,0.3942,0.22437,0.2246,0.22378,0.22412,0.41129,0.25877,0.10441,0.08963,0.08955,0.089711,0.52371,0.37915,0.15517,0.17549,0.42545,0.40313,0.37512,0.35041,0.39337,0.17073,0.35436,0.35597,0.13199,0.16596
